coarse;fine;english;indo
ENTY;symbol;What is the celtic symbol for  life  ?;Apa simbol celtic untuk hidup?
ENTY;symbol;What sign is The Water Carrier the zodiacal symbol for ?;Untuk apa lambang Air pembawa simbol zodiak?
ENTY;symbol;What was the distinguishing mark on the  Little Rascals  dog ?;Apa tanda yang membedakan pada anjing Little Rascals?
ENTY;symbol;What playing card symbolizes death ?;Kartu bermain apa yang melambangkan kematian?
ENTY;symbol;What sign is the best love match for a horoscope sign ?;Tanda apa yang paling cocok untuk tanda horoskop?
ENTY;symbol;What is the chemical symbol for nitrogen ?;Apa simbol kimia untuk nitrogen?
ENTY;symbol;What is the zodiac sign for August 14 ?;Apa tanda zodiak untuk 14 Agustus?
ENTY;techmeth;What are common methods used to regulate monopolies ?;Apa metode umum yang digunakan untuk mengatur monopoli?
ENTY;techmeth;What are the various ways in which one can measure IT User Satisfaction Level ?;Apa saja cara di mana seseorang dapat mengukur Tingkat Kepuasan Pengguna TI?
ENTY;techmeth;In what ways did Ivan IV support Russian expansion ?;Dalam hal apa Ivan IV mendukung ekspansi Rusia?
ENTY;techmeth;What are some ways to help someone with Chicken Pox ?;Apa sajakah cara untuk membantu seseorang dengan Cacar Air?
ENTY;techmeth;What does the method called  cold fusion  create ?;Apa metode yang disebut cold fusion?
ENTY;techmeth;What do sailors use to measure time ?;Apa yang digunakan pelaut untuk mengukur waktu?
ENTY;techmeth;Name a technique widely used to detect birth defects ?;Sebutkan teknik yang banyak digunakan untuk mendeteksi cacat lahir?
ENTY;techmeth;What 's an easy way to count the approximate number of fish in a lake ?;Apa cara mudah untuk menghitung perkiraan jumlah ikan di danau?
ENTY;techmeth;What are the 7 principles of learning from the Institute for Research on Learning , IRL ?;Apa saja 7 prinsip pembelajaran dari Institute for Research on Learning, IRL?
ENTY;techmeth;What is the formula to calculate pi ?;Apa rumus untuk menghitung pi?
ENTY;techmeth;What 's the best way to lose the flab under your chin and around your face ?;Apa cara terbaik untuk menghilangkan lemak di bawah dagu dan di sekitar wajah Anda?
ENTY;techmeth;What does the technique called  cold fusion  produce ?;Apa yang dihasilkan teknik yang disebut fusi dingin?
ENTY;techmeth;What is the treatment for depression ?;Apa pengobatan untuk depresi?
ENTY;techmeth;What are the best ways to improve employee morale at low cost ?;Apa cara terbaik untuk meningkatkan moral karyawan dengan biaya rendah?
ENTY;techmeth;What is the best way to overcome a fear ?;Apa cara terbaik untuk mengatasi rasa takut?
ENTY;termeq;What 's the common name for a Japanese dwarf tree ?;Apa nama umum untuk pohon bonsai Jepang?
ENTY;termeq;What is the name for clouds that produce rain ?;Apa nama untuk awan yang menghasilkan hujan?
ENTY;termeq;What is the term for someone who hates mankind ?;Apa istilah untuk seseorang yang membenci umat manusia?
ENTY;termeq;What is a synonym for aspartame ?;Apa itu sinonim untuk aspartame?
ENTY;termeq;What does Final Four refer to in the sports world ?;Apa yang disebut Final Four di dunia olahraga?
ENTY;termeq;What is the term for the sum of all genetic material in a given organism ?;Apa istilah untuk jumlah semua materi genetik dalam suatu organisme tertentu?
ENTY;termeq;What is another name for nearsightedness ?;Apa nama lain untuk rabun jauh?
ENTY;termeq;What are dinosaur droppings called ?;Disebut apakah kotoran dinosaurus?
ENTY;termeq;What does El Nino mean in spanish ?;Apa arti El Nino dalam bahasa Spanyol?
ENTY;termeq;Aspartame is also called what ?;Aspartam disebut juga apa?
ENTY;termeq;The Jewish alphabet is known as what ?;Alfabet Yahudi dikenal sebagai apa?
ENTY;termeq;What does caliente translate to in English ?;Apa terjemahan caliente dalam bahasa Inggris?
ENTY;termeq;How do you say ,  I love you  in other languages ?;Bagaimana kamu mengucapkan, aku mencintaimu dalam bahasa lain?
ENTY;termeq;What do the Japanese call Japan ?;Bagaimana cara orang Jepang menyebut Jepang?
ENTY;termeq;What 's a male witch called ?;Apa sebutan penyihir pria?
ENTY;veh;What vehicles are raced in the Tour de France ?;Kendaraan apa yang melaju di Tour de France?
ENTY;veh;What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?;Apa nama kapal perang Angkatan Laut AS dalam film The Sand Pebbles?
ENTY;veh;What was the name of Aristotle Onassis 's yacht ?;Siapa nama kapal pesiar Aristoteles Onassis?
ENTY;veh;Which type of submarine was bought recently by South Korea ?;Jenis kapal selam apa yang dibeli baru-baru ini oleh Korea Selatan?
ENTY;veh;What was the name of the American ship sunk by a mine in Havana harbor , causing the Spanish-American war ?;Apa nama kapal Amerika yang ditenggelamkan oleh sebuah tambang di pelabuhan Havana, yang menyebabkan perang Spanyol-Amerika?
ENTY;veh;What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?;Apa kapal karam Nantucket yang membunuh lebih banyak penyelam yang menjelajahinya daripada 52 orang yang tenggelam dengannya?
ENTY;veh;What kind of rocket launched the Surveyor spacecraft ?;Roket macam apa yang meluncurkan pesawat ruang angkasa Surveyor?
ENTY;veh;What was the name of Robert Fulton 's most famous steamboat ?;Siapa nama kapal uap Robert Fulton yang paling terkenal?
ENTY;veh;On which flight did Fawaz Younis commit air piracy and hostage taking ?;Di penerbangan mana Fawaz Younis melakukan pembajakan udara dan penyanderaan?
ENTY;veh;What is the name of the second space shuttle ?;Apa nama pesawat luar angkasa kedua?
ENTY;veh;What ocean liner burned and sank in Hong Kong harbor ?;Apa kapal laut yang terbakar dan tenggelam di pelabuhan Hong Kong?
ENTY;veh;What nuclear-powered Russian submarine sank in the Norwegian Sea on April 7 , 1989 ?;Apa kapal selam Rusia bertenaga nuklir yang tenggelam di Laut Norwegia pada 7 April 1989?
ENTY;veh;What 's the name of Jacques Cousteau 's research ship ?;Apa nama kapal penelitian Jacques Cousteau?
ENTY;word;What are the first six words of Dickens 's A Tale of Two Cities ?;Apa enam kata pertama dari Dickens's A Tale of Two Cities?
ENTY;word;What is the longest word in the English language ?;Apa kata terpanjang dalam bahasa Inggris?
ENTY;word;What 's the international radio code word for the letter B ?;Apa kata kode radio internasional untuk huruf B?
ENTY;word;What is the longest English word that can be formed using just the first row of letters on a typewriter ?;Apa kata bahasa Inggris terpanjang yang dapat dibentuk hanya dengan menggunakan baris pertama huruf pada mesin tik?
ENTY;word;What is a word whose letters can be rearranged to form a different word ?;Apa kata yang hurufnya dapat disusun ulang untuk membentuk kata yang berbeda?
ENTY;word;What is the plural of gulf ?;Apa jamak dari jurang?
ENTY;word;What 's the Hungarian word for pepper ?;Apa kata Hongaria untuk lada?
ENTY;word;What English word has the most letters ?;Kata bahasa Inggris apa yang paling banyak mengandung huruf?
ENTY;word;What is the most famous German word in the English language ?;Apa kata Jerman paling terkenal dalam bahasa Inggris?
ENTY;word;What 's the international radio code word for the letter F ?;Apa kata kode radio internasional untuk huruf F?
ENTY;word;What English word comes from the Old French covrefeu , meaning cover fire ?;Apa kata bahasa Inggris yang berasal dari kata Old French covrefeu, yang berarti cover fire?
ENTY;word;What is the longest English word that can be formed using just the first row of letters on a typewriter ?;Apa kata bahasa Inggris terpanjang yang dapat dibentuk hanya dengan menggunakan baris pertama huruf pada mesin tik?
ENTY;word;What is another word for diet ?;Apa kata lain untuk diet?
ENTY;word;What word occurs 46 , 227 times in the Bible ?;Kata apa yang muncul 46, 227 kali dalam Alkitab?
ENTY;word;What were the five opening words on Ben Casey ?;Apa lima kata pembuka pada Ben Casey?
HUM;desc;Who is Zebulon Pike ?;Siapakah Zebulon Pike?
HUM;desc;Who is Imam Hussain Ben Ali whom Shia people believe in ?;Siapakah Imam Hussain Ben Ali yang dipercaya orang-orang Syiah?
HUM;desc;Who was Picasso ?;Siapa Picasso?
HUM;desc;What information can you tell me about actor James Cromwell ?;Informasi apa yang bisa Anda ceritakan tentang aktor James Cromwell?
HUM;desc;Who is John Macarthur , 1767-1834 ?;Siapakah John Macarthur, 1767-1834?
HUM;desc;Who was Jinnah ?;Siapakah Jinnah?
HUM;desc;Who is Samuel F. Pickering ?;Siapakah Samuel F. Pickering?
HUM;desc;Who is the  Queen Mother  ?;Siapakah Ibu Suri?
HUM;desc;Who is Charles Lindbergh ?;Siapakah Charles Lindbergh?
HUM;desc;Who was Confucius ?;Siapa itu Konfusius?
HUM;desc;Who was Buffalo Bill ?;Siapakah Buffalo Bill?
HUM;desc;Who is Edmund Kemper ?;Siapakah Edmund Kemper?
HUM;desc;Who is Desmond Tutu ?;Siapakah Desmond Tutu?
HUM;desc;Who was William Henry Harrison ?;Siapakah William Henry Harrison?
HUM;desc;Who is Peter Weir ?;Siapakah Peter Weir?
HUM;desc;Who was Maria Theresa ?;Siapakah Maria Theresa?
HUM;desc;Who was Ezra Taft Benson ?;Siapa Ezra Taft Benson?
HUM;desc;Who is Prince Naseem Hamed ?;Siapakah Pangeran Naseem Hamed?
HUM;desc;Who is Samuel Pickering ?;Siapakah Samuel Pickering?
HUM;desc;Who is William Wordsworth ?;Siapakah William Wordsworth?
HUM;gr;Which police department made the largest cocaine seizure ever in Ventura County ?;Departemen kepolisian mana yang membuat penyitaan kokain terbesar di Kabupaten Ventura?
HUM;gr;Who provides telephone service in Orange County , California ?;Siapa yang menyediakan layanan telepon di Orange County, California?
HUM;gr;What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?;Kelompok apa yang dibentuk pada tahun 1969 setelah polisi mendapat perlawanan dari pengunjung di Stonewall, sebuah bar gay Greenwich Village?
HUM;gr;Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?;Siapakah suku nomad yang berburu dan mengumpulkan suku Gurun Kalahari di Afrika?
HUM;gr;Who made the first airplane that could fly ?;Siapa yang membuat pesawat terbang pertama yang bisa terbang?
HUM;gr;What company has built more than 2.5 billion little green houses since 1935 ?;Perusahaan apa yang telah membangun lebih dari 2,5 miliar rumah kaca kecil sejak 1935?
HUM;gr;What businesses in Alaska were affected by the Exxon Valdez oil spill ?;Bisnis apa di Alaska yang terkena dampak tumpahan minyak Exxon Valdez?
HUM;gr;What is the first personal computer company ?;Apa perusahaan komputer pribadi pertama?
HUM;gr;What was the previous name for the Commonwealth ?;Apa nama sebelumnya untuk Persemakmuran?
HUM;gr;What organization is the Security Council a part of ?;Organisasi apa yang menjadi bagian dari Dewan Keamanan?
HUM;gr;Rotary engine cars were made by what company ?;Mobil mesin rotary dibuat oleh perusahaan apa?
HUM;gr;What company produces Spumante ?;Perusahaan apa yang memproduksi Spumante?
HUM;gr;What ethnic group introduced the idea of potlatch ?;Kelompok etnis apa yang memperkenalkan ide potlatch?
HUM;gr;What major airline has the best safety record in the world ?;Apa maskapai besar yang memiliki catatan keselamatan terbaik di dunia?
HUM;gr;What was called the world 's largest department store ?;Apa yang disebut department store terbesar di dunia?
HUM;gr;What record company was formed by Herb Alpert and Jerry Moss ?;Perusahaan rekaman apa yang dibentuk oleh Herb Alpert dan Jerry Moss?
HUM;gr;Who made the first airplane ?;Siapa yang membuat pesawat terbang pertama?
HUM;gr;What is the world 's largest distilling company ?;Apa perusahaan penyulingan terbesar di dunia?
HUM;gr;Which company created the Internet browser Mosaic ?;Perusahaan mana yang membuat browser Internet Mosaic?
HUM;gr;What 's Japan 's largest car manufacturer ?;Apa produsen mobil terbesar di Jepang?
HUM;gr;What army was founded by William Booth and his wife Catherine ?;Tentara apa yang didirikan oleh William Booth dan istrinya Catherine?
HUM;gr;What company started out making pies , and wound up manufacturing plastic throwing toys ?;Perusahaan apa yang mulai membuat pai, dan akhirnya memproduksi mainan plastik yang dibuang?
HUM;gr;Which major diamond producer is based in South Africa ?;Produsen berlian utama apa yang berbasis di Afrika Selatan?
HUM;gr;What NFL team did Vince Lombardi end his coaching career with ?;Dengan tim NFL apa Vince Lombardi mengakhiri karier kepelatihannya?
HUM;gr;What U.S. Government agency registers trademarks ?;Apa agen Pemerintah AS yang mendaftarkan merek dagang?
HUM;gr;What are the major companies that are part of Dow Jones ?;Apa saja perusahaan besar yang merupakan bagian dari Dow Jones?
HUM;gr;What rock group raised a ruckus at the White House by singing American Woman ?;Kelompok rock apa yang menimbulkan keributan di Gedung Putih dengan menyanyikan American Woman?
HUM;gr;What is Pittsburgh 's baseball team called ?;Apa nama tim bisbol Pittsburgh?
HUM;gr;What is the best art and design school in the world ?;Apa sekolah seni dan desain terbaik di dunia?
HUM;gr;What was the name of Humphrey Bogart 's club in Casablanca ?;Apa nama klub Humphrey Bogart di Casablanca?
HUM;gr;Who are cartoondom 's Super Six ?;Siapa Super Six cartoondom?
HUM;gr;What are the top 10 colleges in the United States in the field of engineering ?;Apa saja 10 perguruan tinggi terbaik di Amerika Serikat di bidang teknik?
HUM;gr;What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?;Apa nama kelompok teroris Irlandia ke-187 di daerah pertambangan Pennsylvania?
HUM;gr;What school does Tom attend in Tom Brown 's School Days ?;Sekolah apa yang dihadiri Tom di Days School Tom Brown?
HUM;gr;What company is the largest Japanese ship builder ?;Perusahaan apa yang merupakan pembuat kapal Jepang terbesar?
HUM;gr;What radio station did Paul Harvey work for ?;Apa stasiun radio tempat Paul Harvey bekerja?
HUM;gr;What international organization was founded by Clara Barton ?;Organisasi internasional apa yang didirikan oleh Clara Barton?
HUM;gr;What is the name of the company that manufactures the  American Girl  doll collection ?;Apa nama perusahaan yang memproduksi koleksi boneka American Girl?
HUM;gr;What ISPs exist in the Caribbean ?;ISP apa yang ada di Karibia?
HUM;gr;What college did Joe Namath play football for ?;Untuk perguruan tinggi apa Joe Namath bermain sepakbola?
HUM;gr;What major league baseball team compiled the best won-lost record between 1957 and 1983 ?;Apa tim bisbol liga utama yang menyusun rekor menang-kalah terbaik antara 1957 dan 1983?
HUM;gr;What are the five most popular Usenet groups ?;Apa lima kelompok Usenet paling populer?
HUM;gr;Who built the first pyramid ?;Siapa yang membangun piramida pertama?
HUM;gr;Who manufactures the software ,  PhotoShop  ?;Siapa yang memproduksi perangkat lunak, PhotoShop?
HUM;gr;What are the three most successful companies of our time ?;Apa tiga perusahaan paling sukses di zaman kita?
HUM;ind;Who was Secretary of State during the Nixon administration ?;Siapakah Sekretaris Negara selama pemerintahan Nixon?
HUM;ind;What was the nickname of German flying ace Manfred von Richthofen ?;Apa julukan dari manfred terbang Jerman Manfred von Richthofen?
HUM;ind;Whose special bear 's creator was born on January 18 , 1779 ?;Pencipta beruang spesial siapa yang dilahirkan pada tanggal 18 Januari 1779?
HUM;ind;Who starred in Singing in the Rain and The Singing Nun ?;Siapa yang membintangi Singing in the Rain dan The Singing Nun?
HUM;ind;What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?;Karakter bodoh apa yang bisa dimainkan Maurice Gosfield di The Phil Silvers Show?
HUM;ind;What actor learned to play the saxophone and speak Russian for a role in a movie ?;Aktor apa yang belajar memainkan saksofon dan berbicara bahasa Rusia untuk peran dalam sebuah film?
HUM;ind;Who wrote ` The Pines of Rome ' ?;Siapa yang menulis `The Pines of Rome '?
HUM;ind;What was the name of the lawyer who represented Randy Craft ?;Siapa nama pengacara yang mewakili Randy Craft?
HUM;ind;What was the name of Darth Vader 's son ?;Siapa nama putra Darth Vader?
HUM;ind;What little boy and dog live in a shoe ?;Bocah dan anjing kecil apa yang hidup dalam sepatu?
HUM;ind;Who was the conservationist who served as spokesperson for Post Grape Nuts ?;Siapa konservasionis yang bertindak sebagai juru bicara Kacang Pasca Grape?
HUM;ind;What is Drew Barrymore 's middle name ?;Apa nama tengah Drew Barrymore?
HUM;ind;Who holds the NFL record for most touchdowns in a season ?;Siapa yang memegang rekor NFL untuk gol terbanyak dalam satu musim?
HUM;ind;Which of the following people is not associated with Andy Warhol ?;Manakah dari orang-orang berikut yang tidak terkait dengan Andy Warhol?
HUM;ind;What Green Bay Packers coach philosophized :  There 's nothing that stokes the fire like hate  ?;Apa filosofi pelatih Green Bay Packers: Tidak ada yang menyalakan api seperti kebencian?
HUM;ind;Who shoplifts ?;Siapa yang mengutil?
HUM;ind;Who directed Citizen Kane ?;Siapa yang mengarahkan Citizen Kane?
HUM;ind;Who says ,  If you don 't look good , we don 't look good  ?;Siapa bilang, Jika Anda tidak terlihat baik, kami tidak terlihat baik?
HUM;ind;What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?;Apa nama panggilan dari selebaran terkenal yang keliru terbang ke Irlandia alih-alih ke Los Angeles?
HUM;ind;Who was the author of the famous fairy tale  Snow White and Seven Dwarfs  ?;Siapa penulis dongeng terkenal Snow White dan Seven Dwarf?
HUM;ind;Who is the sexiest women in the world ?;Siapa wanita paling seksi di dunia?
HUM;ind;What well-known actor is the father of star Alan Alda ?;Apa aktor terkenal adalah bapak bintang Alan Alda?
HUM;ind;Who painted  Soft Self-Portrait with Grilled Bacon  ?;Siapa yang melukis Soft Self Portrait dengan Grilled Bacon?
HUM;ind;Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?;Siapa lelaki di belakang babi itu ??? lelaki yang menarik tali dan berbicara untuk Miss Piggy?
HUM;ind;What American actress was the first to be called a  vamp  ?;Apa aktris Amerika yang pertama kali disebut vamp?
HUM;ind;Who invented the radio ?;Siapa yang menemukan radio?
HUM;ind;Who was the founding member of the Pink Floyd band ?;Siapa anggota pendiri band Pink Floyd?
HUM;ind;Who won the Nobel Peace Prize in 1991 ?;Siapa yang memenangkan Hadiah Nobel Perdamaian pada tahun 1991?
HUM;ind;Who seized power from Milton Obote in 1971 ?;Siapa yang merebut kekuasaan dari Milton Obote pada tahun 1971?
HUM;ind;Who does the advertizing for Frito-Lay ?;Siapa yang memasang iklan untuk Frito-Lay?
HUM;ind;Who wrote ` Hamlet ' ?;Siapa yang menulis `Hamlet '?
HUM;ind;Which Bloom County resident wreaks havoc with a computer ?;Warga Bloom County mana yang menimbulkan kekacauan dengan komputer?
HUM;ind;Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?;Siapa satu-satunya perdana menteri Kanada yang melayani 22 tahun tetapi tidak harus secara berurutan?
HUM;ind;What was the name of the first Russian astronaut to do a spacewalk ?;Apa nama astronot Rusia pertama yang melakukan spacewalk?
HUM;ind;What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?;Siapa nama orang India yang menjadi perdana menteri dengan mengalahkan Ny. Gandhi pada pemilihan 1977?
HUM;ind;Who was Shakespeare 's Moorish general ?;Siapa jenderal Moor Shakespeare?
HUM;ind;Who made a boat out of gopher wood ?;Siapa yang membuat perahu dari kayu gopher?
HUM;ind;Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?;Siapa yang coba dibunuh oleh Arthur H. Bremer pada 15 Mei 1972?
HUM;ind;Who was Charles Lindbergh 's wife ?;Siapa istri Charles Lindbergh?
HUM;ind;Who was the Russian ambassador to Hungary during the 1956 uprising ?;Siapa duta besar Rusia untuk Hongaria selama pemberontakan 1956?
HUM;ind;Who sings Angel Eyes from the 80 's ?;Siapa yang menyanyikan Angel Eyes dari tahun 80-an?
HUM;ind;What is Supergirl 's secret identity ?;Apa identitas rahasia Supergirl?
HUM;ind;Who was Garrett Morgan married to ?;Kepada siapa Garrett Morgan menikah?
HUM;ind;Who was the last U.S. president to reinstate Selective Service registration ?;Siapa presiden AS terakhir yang mengembalikan pendaftaran Layanan Selektif?
HUM;ind;Who declared :  I am down on whores and I shan 't stop ripping them  ?;Siapa yang menyatakan: Saya pelacur dan saya tidak akan berhenti merobeknya?
HUM;ind;Who was the first king of England ?;Siapa raja pertama Inggris?
HUM;ind;Who won World War II ?;Siapa yang memenangkan Perang Dunia II?
HUM;ind;Who has the only speaking role in  Silent Movie  ?;Siapa yang memiliki satu-satunya peran berbicara dalam Film Diam?
HUM;ind;What cheery fellow got the ZIP code 9971 from the U.S. Postal Service in 1963 ?;Rekan ceria apa yang mendapatkan kode ZIP 9971 dari Layanan Pos AS pada tahun 1963?
HUM;ind;Which two inventors invented Post-its ?;Dua penemu mana yang menemukan Post-its?
HUM;ind;What part did John Peter Zenger play in the deveopment of the newspaper in America ?;Bagian apa yang dimainkan John Peter Zenger di deveopment koran di Amerika?
HUM;ind;Who is the premier of China ?;Siapa perdana menteri Tiongkok?
HUM;ind;Who was the first woman golfer to earn a million ?;Siapa pegolf wanita pertama yang menghasilkan satu juta?
HUM;ind;What famous comedian recently tried without success to revive the play ?;Komedian terkenal apa yang baru-baru ini mencoba tanpa berhasil menghidupkan kembali permainan?
HUM;ind;Who was the first man to return to space ?;Siapa orang pertama yang kembali ke luar angkasa?
HUM;ind;What U.S. vice-president once declared :  If you 've seen one slum , you 've seen them all  ?;Apa yang pernah dinyatakan oleh wakil presiden AS: Jika Anda pernah melihat satu daerah kumuh, Anda telah melihat semuanya?
HUM;ind;Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?;Siapa yang mengajari Matt Murdock untuk menggunakan kemampuannya yang luar biasa dalam komik Marvel?
HUM;ind;Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?;Siapa yang menggugat perusahaan Yougurt Dannon karena menggunakan karakter bernama Ron Raider untuk promosi?
HUM;ind;What well-known TV talk show host was a lay preacher by the time he was seventeen ?;Pembawa acara bincang-bincang TV terkenal apa yang menjadi pengkhotbah awam pada saat ia berusia tujuh belas tahun?
HUM;ind;What is the name of the managing director of Apricot Computer ?;Apa nama direktur pelaksana Apricot Computer?
HUM;ind;Who received the Will Rogers Award in 1989 ?;Siapa yang menerima Penghargaan Will Rogers pada tahun 1989?
HUM;ind;Who is the mathematician that won the Noble Prize for Literature in 1950 ?;Siapakah ahli matematika yang memenangkan Hadiah Nobel untuk Sastra pada tahun 1950?
HUM;ind;Who wrote The Red Badge of Courage ?;Siapa yang menulis Lencana Merah Keberanian?
HUM;ind;Who leads the star ship Enterprise in Star Trek ?;Siapa yang memimpin perusahaan kapal berbintang di Star Trek?
HUM;ind;What diminutive American female gymnast stole the show at the 1984 Olympics ?;Pesenam perempuan Amerika kecil apa yang mencuri perhatian di Olimpiade 1984?
HUM;ind;What U.S. President had brothers-in-law in the Confederate army ?;Apa Presiden AS punya saudara ipar di tentara Konfederasi?
HUM;ind;What Italian leader had a lifelong fear of the evil eye ?;Apa pemimpin Italia yang memiliki ketakutan seumur hidup terhadap mata jahat?
HUM;ind;What 19th-century painter died in the Marquesas Islands ?;Pelukis abad ke-19 apa yang meninggal di Kepulauan Marquesas?
HUM;ind;What was Al Capone 's nickname ?;Apa nama panggilan Al Capone?
HUM;ind;Who was the first American in space ?;Siapa orang Amerika pertama di luar angkasa?
HUM;ind;What British monarch 's lap did P.T. Barnum 's Tom Thumb sit in ?;Pangkuan raja Inggris apa yang diduduki Tom Thumb dari PT Barnum?
HUM;ind;Who is the actress Bette Davis once said she wished she looked like ?;Siapakah aktris Bette Davis pernah berkata dia berharap dia terlihat seperti?
HUM;ind;Who discovered electricity ?;Siapa yang menemukan listrik?
HUM;ind;Who invented the road traffic cone ?;Siapa yang menemukan kerucut lalu lintas jalan?
HUM;ind;"What TV character said ;  One of these days , Alice , pow , right in the kisser  ?";"Apa kata karakter TV;???Suatu hari, Alice, pow, tepat di pencium?"
HUM;ind;Whose image is alleged to be on The Shroud of Turin ?;Gambar siapa yang diduga ada di The Shroud of Turin?
HUM;ind;Who is Snoopy 's arch-enemy ?;Siapa musuh bebuyutan Snoopy?
HUM;ind;What pseudonym did William Sydney Porter use in writing The Gift of the Magi ?;Nama samaran apa yang digunakan William Sydney Porter dalam menulis The Gift of the Magi?
HUM;ind;Who won the Battle of Gettysburg ?;Siapa yang memenangkan Pertempuran Gettysburg?
HUM;ind;Who 's won the most Oscars for costume design ?;Siapa yang paling banyak memenangkan Oscar untuk desain kostum?
HUM;ind;Who was the supreme god of Germanic religion ?;Siapa tuhan tertinggi agama Jerman?
HUM;ind;What actor first portrayed James Bond ?;Aktor apa yang pertama kali memerankan James Bond?
HUM;ind;Who wrote the song ,  Stardust  ?;Siapa yang menulis lagu itu, Stardust?
HUM;ind;Who was the author of the book about computer hackers called  The Cuckoo 's Egg : Tracking a Spy Through the Maze of Computer Espionage  ?;Siapa penulis buku tentang peretas komputer bernama The Cuckoo's Egg: Melacak Mata-Mata Melalui Labirin Komputer Spionase?
HUM;ind;What Chilean president was killed in a 1973 coup d 'etat ?;Apa presiden Chili terbunuh dalam kudeta 1973?
HUM;ind;Who killed Caesar ?;Siapa yang membunuh Caesar?
HUM;ind;What was the name of the lawyer who represented Randy Steven Craft ?;Siapa nama pengacara yang mewakili Randy Steven Craft?
HUM;ind;What actor said in A Day at the Races :  Either he 's dead or my watch has stopped  ?;Apa kata aktor dalam A Day at the Races: Apakah dia sudah mati atau jam tangan saya sudah berhenti?
HUM;ind;Who directed  Jaws  ?;Siapa yang mengarahkan Rahang?
HUM;ind;Saddam Hussein was compared to whom by President Bush ?;Saddam Hussein dibandingkan dengan siapa oleh Presiden Bush?
HUM;ind;Which classical Spanish writer said  All that glitters is not gold  ?;Penulis Spanyol klasik mana yang mengatakan Semua yang berkilau bukanlah emas?
HUM;ind;What is her husband 's name ?;Siapa nama suaminya?
HUM;ind;Who sings the themes for  Dawson 's Creek  and  Felicity  ?;Siapa yang menyanyikan tema untuk Dawson's Creek and Felicity?
HUM;ind;Who is behind the name of the Harvey Wallbanger drink ?;Siapa di balik nama minuman Harvey Wallbanger?
HUM;ind;What Soviet leader owned a Rolls-Royce ?;Pemimpin Soviet apa yang memiliki Rolls-Royce?
HUM;ind;What president 's ghost is said to haunt the White House ?;Hantu presiden apa yang dikatakan menghantui Gedung Putih?
HUM;ind;What is the last name of Lucy and Linus from the Peanut 's comic strip ?;Apa nama belakang Lucy dan Linus dari komik strip Peanut?
HUM;ind;Who was the 16th President of the United States ?;Siapakah Presiden Amerika Serikat ke-16?
HUM;ind;Who is the Greek God of the Sea ?;Siapakah Dewa Laut Yunani?
HUM;ind;What TV family sometimes buys eclairs from Nelson 's Bakery ?;Keluarga TV apa yang terkadang membeli kue sus dari Nelson's Bakery?
HUM;ind;Who do Herb and Tootsie live next door to ?;Kepada siapa Herb dan Tootsie tinggal bersebelahan?
HUM;ind;What Civil War general wreaked havoc on the south by marching through Georgia on his way to the sea ?;Jenderal Perang Sipil apa yang mendatangkan malapetaka di selatan dengan berbaris melalui Georgia dalam perjalanan ke laut?
HUM;ind;Who is the founder of Scientology ?;Siapa pendiri Scientology?
HUM;ind;Who portrayed The Cowardly Lion in The Wizard of Oz ?;Siapa yang memerankan Si Pengecut di The Wizard of Oz?
HUM;ind;What U.S. general was court-martialled for criticizing American air power ?;Apa jenderal AS yang diadili di pengadilan karena mengkritik kekuatan udara Amerika?
HUM;ind;What father and son won the Medal of Honor ?;Ayah dan anak apa yang memenangkan Medali Kehormatan?
HUM;ind;What jockey won 17 Triple Crown races ?;Joki apa yang memenangkan 17 balapan Triple Crown?
HUM;ind;Who wrote the book ,  The Grinch Who Stole Christmas  ?;Siapa yang menulis buku, The Grinch Who Stole Christmas?
HUM;ind;Who was the prophet of the Muslim people ?;Siapakah nabi orang-orang Muslim?
HUM;ind;What enigmatic U.S. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the West ?;Apa wakil presiden AS yang penuh teka-teki yang pernah diadili dan dibebaskan karena pengkhianatan dalam komplotan untuk mendirikan kerajaannya sendiri yang independen di Barat?
HUM;ind;Who said of Super Bowl III in 1969 :  We 'll win- I guarantee it  ?;Siapa bilang Super Bowl III pada tahun 1969: Kami akan menang - saya jamin itu?
HUM;ind;Which Doonesbury character was likely to turn into a werewolf ?;Karakter Doonesbury mana yang cenderung berubah menjadi manusia serigala?
HUM;ind;What explorer was nicknamed Iberia 's Pilot ?;Penjelajah apa yang dijuluki Pilot Iberia?
HUM;ind;Who was President of Afghanistan in 1994 ?;Siapakah Presiden Afghanistan pada tahun 1994?
HUM;ind;Who was the first woman governor of Wyoming ?;Siapa gubernur wanita pertama di Wyoming?
